Sanskrit,Without Sandhi,Multipule Morphology,Morph in Context,Samaasa structural analysis,Samaasa vigraha,Kaaraka relation,Category,Hindi Meaning,English Meaning,Derivational Meaning,Sandhi rules,Meter: Guru-Laghu
सह,सहैवावनिपालसङ्घैः,सह{अव्य}/सह{पुं}{8;एक},सह{अव्य},-,-,अनुयोगी 5,-,सहित,very_fearful,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)),GG
त्वाम्,त्वां,युष्मद्{2;एक},युष्मद्{2;एक},-,-,कर्म 9,-,आपमें,mouths,-,-,LG
(प्रविशन्ति),-,(प्र_विश्1{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः}),(प्र_विश्){कर्तरि;लट्;प्र;बहु;परस्मैपदी;प्र_विशँ;तुदादिः},-,-,-,-,(प्रवेश_कर_रहे_हैं),fearful,-,-,GG
च,च,च{अव्य},च{अव्य},-,-,-,-,और,entering,18.41.K-,-,GG
भीष्मः,भीष्मो,भीष्म{पुं}{1;एक},भीष्म{पुं}{1;एक},-,-,समुच्चितम् 13,-,भीष्मपितामह,some_of_them,-,-,GL
द्रोणः,द्रोणः,द्रोण{पुं}{1;एक},द्रोण{पुं}{1;एक},-,-,समुच्चितम् 13,-,द्रोणाचार्य,smashed,शुचेः भावः शौचम्,-,LGGL
तथा,-,तथा{अव्य},तथा{अव्य},-,-,कर्ता 25,-,तथा,by_the_head,-,-,GGL
असौ,-,असु{पुं}{7;एक}/असि{पुं}{7;एक}/असि{स्त्री}{7;एक}/अदस्{पुं}{1;एक}/अदस्{स्त्री}{1;एक},अदस्{पुं}{1;एक},-,-,विशेषणम् 15,-,वह,with,ऋजोः भावः आर्जवम्,-,GGGGL
सूत-पुत्रः,सूतपुत्रस्तथासौ,सूत-पुत्र{पुं}{1;एक},सूत-पुत्र{पुं}{1;एक},<सूत-पुत्रः>T6,सूतस्य पुत्रः = सूतपुत्रः,समुच्चितम् 13,-,कर्ण,between_the_teeth,अस्ति इति मतिः यस्य सः आस्तिकः तस्य भावः आस्तिक्यम्,चर्त्व-सन्धिः (खरि च (8।4।55)),G
अस्मदीयैः,-,अस्मदीय{नपुं}{3;बहु},अस्मदीय{नपुं}{3;बहु},-,-,विशेषणम् 18,-,हमारे_पक्ष_के,being_attacked,-,-,LGL
अपि,-,अपि{अव्य},अपि{अव्य},-,-,सम्बन्धः 16,-,भी,being_seen,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),18.50.MLGLG
योध-मुख्यैः,योधमुख्यैः,योध-मुख्य{पुं}{3;बहु}/मुख्य{नपुं}{3;बहु},योध-मुख्य{पुं}{3;बहु},<योध-मुख्यैः>T6,योधानां मुख्यैः = योधमुख्यैः,प्रतियोगी 19,-,प्रधान_योद्धाओं_के,11.25.Jas,-,-,GG
सह,सहास्मदीयैरपि,सह{अव्य}/सह{पुं}{8;एक},सह{अव्य},-,-,अनुयोगी 13,-,सहित,of_the_rivers,-,-,GG
ते,ते,तद्{पुं}{1;बहु}/तद्{स्त्री}{1;द्वि}/तद्{स्त्री}{2;द्वि}/तद्{नपुं}{1;द्वि}/तद्{नपुं}{2;द्वि}/युष्मद्{4;एक}/युष्मद्{6;एक},युष्मद्{6;एक},-,-,षष्ठीसम्बन्धः 23,-,आपके,many,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GGG
दंष्ट्रा-करालानि,दंष्ट्राकरालानि,दंष्ट्रा-कराल{नपुं}{1;बहु}/कराल{नपुं}{2;बहु}/कराल{नपुं}{8;बहु},दंष्ट्रा-कराल{नपुं}{2;बहु},<दंष्ट्रा-करालानि>T3,दंष्ट्रया करालम् = दंष्ट्राकरालम् तानि दंष्ट्राकरालानि,विशेषणम् 23,-,दाढ़ों_के_कारण_विकराल,waves_of_the_waters,18.42.Kशूरस्य भावः शौर्यम्,-,GGGLLGGG
भयानकानि,भयानकानि,भयानक{नपुं}{1;बहु}/भयानक{नपुं}{2;बहु}/भयानक{नपुं}{8;बहु},भयानक{नपुं}{2;बहु},-,-,विशेषणम् 23,-,भयानक,ocean,-,18.47.L-,LGLGG
वक्त्राणि,वक्त्राणि,वक्त्र{नपुं}{1;बहु}/वक्त्र{नपुं}{2;बहु}/वक्त्र{नपुं}{8;बहु},वक्त्र{नपुं}{2;बहु},-,-,कर्म 25,-,मुखों_में,certainly,यया धृत्या धारयते सा धृतिः,-,GGGG
त्वरमाणाः,त्वरमाणा,त्वरमाणाः,त्वर्{कृत्_प्रत्ययः:क्त;ञित्वराँ;भ्वादिः;पुं}{1;बहु},-,-,क्रियाविशेषणम् 25,-,बड़े_वेग_से_दौड़ते_हुए,towards,दक्षस्य भावः दाक्ष्यम्,-,LGL
विशन्ति,विशन्ति,विशत्{नपुं}{1;बहु}/विशत्{नपुं}{2;बहु}/विशत्{नपुं}{8;बहु},विश्{कर्तरि;लट्;प्र;बहु;परस्मैपदी;विशँ;तुदादिः},-,-,-,-,प्रवेश_कर_रहे_हैं,gliding,-,-,LLGGGGLG
केचित्,केचिद्विलग्ना,केचित्{अव्य}/किञ्चित्{पुं}{1;बहु}/किञ्चित्{स्त्री}{1;द्वि}/किञ्चित्{स्त्री}{2;द्वि}/किञ्चित्{नपुं}{1;द्वि}/किञ्चित्{नपुं}{2;द्वि},किञ्चित्{पुं}{1;बहु},-,-,कर्ता 32,-,कई_एक,similarly,-,-,GGGG
चूर्णितैः,चूर्णितैरुत्तमाङ्गैः,चूर्णित{पुं}{3;बहु}/चूर्णित{नपुं}{3;बहु},चूर्णित{पुं}{3;बहु},-,-,विशेषणम् 28,-,चूर्ण_हुए,all_those,-,-,LGL
उत्तम-अङ्गैः,-,उत्तम-अङ्ग{पुं}{3;बहु}/अङ्ग{नपुं}{3;बहु},उत्तम-अङ्ग{पुं}{3;बहु},<उत्तम-अङ्गैः>Bs6,उत्तमम् अङ्गम् यस्य सः = उत्तमाङ्गः तैः उत्तमाङ्गैः,प्रतियोगी 29,-,सिरों,the_kings_of_human_society,क्षत्राणां क्षत्रियाणां इदं क्षात्रम्,-,GGG
(सह),-,(सह{अव्य}/सह{पुं}{8;एक}),(सह){अव्य},-,-,अनुयोगी 31,-,(सहित),Your,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)) / रेफ-सन्धिः (ससजुषो रुः (8।2।66)) / सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GLGLG
दशन-अन्तरेषु,दशनान्तरेषु,दशन-अन्तर{पुं}{7;बहु}/अन्तर{नपुं}{7;बहु}/अन्तर{पुं}{7;बहु}/अन्तर{नपुं}{7;बहु},दशन-अन्तर{पुं}{7;बहु},<दशन-अन्तरेषु>T6,दशनस्य अन्तरम् = दशनान्तरम् तेषु दशनान्तरेषु,अधिकरणम् 32,-,दाँतों_के_बीच_में,blazing,-,रुत्व-यत्व-लोप-सन्धिः (ससजुषो रुः (8।2।66)-भोभगोअघो अपूर्वस्य योऽशि (8।3।17)-हलि सर्वेषाम् (8।3।22)),L
वि-लग्नाः,-,वि-लग्न{पुं}{1;बहु}/लग्न{पुं}{8;बहु}/लग्ना{स्त्री}{1;बहु}/लग्ना{स्त्री}{2;बहु}/लग्ना{स्त्री}{8;बहु},वि_लज्{कृत्_प्रत्ययः:क्त;वि_ओँलजीँ;तुदादिः;पुं}{1;बहु},<वि-लग्नाः>Tp,विशिष्टः लग्नः = विलग्नः ते विलग्नाः,कर्तृसमानाधिकरणम् 32,-,लगे_हुए,into_the_mouths,18.43.K-,-,LGGG
सन्दृश्यन्ते,सन्दृश्यन्ते,सम्_दृश्1{कर्मणि;लट्;प्र;बहु;आत्मनेपदी;दृशिँर्;भ्वादिः},सम्_दृश्{कर्तरि;लट्;प्र;बहु;आत्मनेपदी;सम्_दृशिँर्;भ्वादिः},-,-,-,-,दीख_रहे_हैं,entering,-,18.48.L-,LG
11.25.Aयथा,11.25.Bयथा,11.25.Cयथा{अव्य},11.25.Dयथा{अव्य},11.25.E-,11.25.F-,11.25.Gसम्बन्धः 9,11.25.H-,11.25.Iजैसे,11.26.Jas,-,-,GG
नदीनाम्,नदीनां,नदी{स्त्री}{6;बहु},नदी{स्त्री}{6;बहु},-,-,षष्ठीसम्बन्धः 4,-,नदियों_के,moths,परिचर्या शुश्रूषा आत्मा स्वरूपं यस्य तत्,-,GG
बहवः,बहवोऽम्बुवेगाः,बहु{पुं}{1;बहु}/बहु{पुं}{8;बहु}/बहु{स्त्री}{1;बहु}/बहु{स्त्री}{2;बहु}/बहु{स्त्री}{8;बहु},बहु{पुं}{1;बहु},-,-,विशेषणम् 4,-,बहुत-से,blazing,-,-,GG
अम्बु-वेगाः,-,अम्बु-वेग{पुं}{1;बहु}/वेग{पुं}{8;बहु},अम्बु-वेग{पुं}{1;बहु},<अम्बु-वेगाः>T6,अम्बोः वेगः = अम्बुवेगः ते अम्बुवेगाः,कर्ता 8,-,जल_के_प्रवाह,fire,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),L
समुद्रम्,समुद्रमेवाभिमुखा,समुद्र{पुं}{2;एक}/समुद्र{नपुं}{1;एक}/समुद्र{नपुं}{2;एक},समुद्र{पुं}{2;एक},-,-,कर्म 8,-,समुद्र_के,destruction,-,-,LGLL
एव,-,एव{अव्य},एव{अव्य},-,-,सम्बन्धः 5,-,ही,full_speed,18.44.K-,-,GGL
अभि-मुखाः,-,अभि-{अव्य}-मुख{पुं}{1;बहु}/मुख{पुं}{8;बहु},अभि-मुख{पुं}{1;बहु},<अभि-मुखाः>A1,"मुखस्य समीपम् = अभिमुखम्, अभिमुखम् अस्ति अस्य = अभिमुखः ते अभिमुखाः",कर्तृसमानाधिकरणम् 8,-,सम्मुख,enters,-,18.49.L-,GG
