Sanskrit,Without Sandhi,Multipule Morphology,Morph in Context,Samaasa structural analysis,Samaasa vigraha,Kaaraka relation,Category,Hindi Meaning,English Meaning,Derivational Meaning,Sandhi rules,Meter: Guru-Laghu
वक्तुम्,वक्तुमर्हस्यशेषेण,वच्1{कृत् प्रत्ययः:तुमुन्;वचँ;अदादिः},वच्{कृत् प्रत्ययः:तुमुन्;वचँ;अदादिः},-,-,प्रयोजनम् 7,-,कहने में,shall know,-,-,LG
अर्हसि,-,अर्ह्1{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः}/अर्ह्2{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;चुरादिः},अर्ह्{कर्तरि;लट्;म;एक;परस्मैपदी;अर्हँ;भ्वादिः},-,-,-,-,समर्थ हैं,also,-,-,GG
याभिः,याभिर्विभूतिभिर्लोकानिमांस्त्वं,यद्{स्त्री}{3;बहु},यद्{स्त्री}{3;बहु},-,-,विशेषणम् 9,-,जिन,O Supreme,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GG
वि-भूतिभिः,-,वि-भूति{स्त्री}{3;बहु},विभूति{स्त्री}{3;बहु},<वि-भूतिभिः>Bvp,विशिष्टा भूतिः यस्य = विभूतिः तैः विभूतिभिः,करणम् 14,-,विभूतियों के द्वारा,in which,16.6.K-,-,GG
(त्वम्),-,(युष्मद्{1;एक}),(युष्मद्){1;एक},-,-,कर्ता 14,-,(आप),in which,-,-,GLG
इमान्,-,इदम्{पुं}{2;बहु},इदम्{पुं}{2;बहु},-,-,विशेषणम् 12,-,इन सब,nature,-,16.12.L-,L
लोकान्,-,लोक{पुं}{2;बहु},लोक{पुं}{2;बहु},-,-,कर्म 13,-,लोकों को,you,-,रेफ-सन्धिः (ससजुषो रुः (8।2।66)),GGLLLGGL
व्याप्य,व्याप्य,वि आप्1{कृत् प्रत्ययः:ल्यप्;आपॢँ;स्वादिः}/वि आप्2{कृत् प्रत्ययः:ल्यप्;आपॢँ;चुरादिः}/व्याप्य{पुं}{8;एक}/व्याप्य{नपुं}{8;एक},वि आप्{कृत् प्रत्ययः:ल्यप्;वि आपॢँ;स्वादिः},-,-,पूर्वकालः 14,-,व्याप्त करके,by me,-,-,GLGGLGLG
तिष्ठसि,तिष्ठसि,स्था1{कर्तरि;लट्;म;एक;परस्मैपदी;ष्ठा;भ्वादिः},स्था{कर्तरि;लट्;म;एक;परस्मैपदी;ष्ठा;भ्वादिः},-,-,-,-,स्थित हैं,remembered,16.7.K-,-,16.16.MGLG
10.15.Aयोगिन्,10.15.Bयोगिंस्त्वां,10.15.Cयोगिन्{पुं}{8;एक},10.15.Dयोगिन्{पुं}{8;एक},10.15.E-,10.15.F-,10.15.Gसम्बोध्यः 7,10.15.H-,10.15.Iहे योगेश्वर,are,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),LLG
अहम्,-,अस्मद्{1;एक},अस्मद्{1;एक},-,-,कर्ता 7,-,मैं,10.16.JO killer of the atheists,-,रुत्व-उत्व-गुण-पूर्वरुप-सन्धिः (ससजुषो रुः (8।2।66)-अतो रोरप्लुतादप्लुते (6।1।113)-आद्गुणः (6।1।87)-एङः पदान्तादति (6।1।109)),LLG
कथम्,कथं,कथम्{अव्य},कथम्{अव्य},-,-,क्रियाविशेषणम् 7,-,किस प्रकार,of Yourself,-,रुत्व-उत्व-गुण-पूर्वरुप-सन्धिः (ससजुषो रुः (8।2।66)-अतो रोरप्लुतादप्लुते (6।1।113)-आद्गुणः (6।1।87)-एङः पदान्तादति (6।1।109)),GGGGGL
सदा,सदा,सदा{अव्य},सदा{अव्य},-,-,क्रियाविशेषणम् 5,-,निरन्तर,mystic power,-,-,LGGG
परिचिन्तयन्,परिचिन्तयन्,परिचिन्तयन्,परि चिन्त्{कृत् प्रत्ययः:शतृ;परि चितिँ;चुरादिः;पुं}{1;एक},-,-,समानकालः 7,-,चिन्तन करता हुआ,also,-,रुत्व-उत्व-गुण-पूर्वरुप-सन्धिः (ससजुषो रुः (8।2।66)-अतो रोरप्लुतादप्लुते (6।1।113)-आद्गुणः (6।1।87)-एङः पदान्तादति (6।1।109)),GLL
त्वाम्,-,युष्मद्{2;एक},युष्मद्{2;एक},-,-,कर्म 7,-,आपको,opulences,16.8.K-,-,LGLGGLLGGLGGL
विद्याम्,विद्यामहं,विद्या{स्त्री}{2;एक}/विद्1{कर्तरि;विधिलिङ्;उ;एक;परस्मैपदी;विदँ;अदादिः},विद्{कर्तरि;विधिलिङ्;उ;एक;परस्मैपदी;विदँ;अदादिः},-,-,-,-,जानूँ,again,-,रुत्व-उत्व-गुण-सन्धिः (ससजुषो रुः (8।2।66)-हशि च (6।1।114)-आद्गुणः (6।1।87)),16.17.MGGL
च,च,च{अव्य},च{अव्य},-,-,-,-,और,in description,-,रुत्व-उत्व-गुण-पूर्वरुप-सन्धिः (ससजुषो रुः (8।2।66)-अतो रोरप्लुतादप्लुते (6।1।113)-आद्गुणः (6।1।87)-एङः पदान्तादति (6।1।109)) / रुत्व-उत्व-गुण-पूर्वरुप-सन्धिः (ससजुषो रुः (8।2।66)-अतो रोरप्लुतादप्लुते (6।1।113)-आद्गुणः (6।1।87)-एङः पदान्तादति (6।1।109)),GG
भगवन्,भगवन्मया,भगवत्{पुं}{8;एक},भगवत्{पुं}{8;एक},-,-,सम्बोध्यः 15,-,हे भगवन्,describe,-,-,GGGL
केषु,केषु,किम्{पुं}{7;बहु}/किम्{नपुं}{7;बहु},किम्{पुं}{7;बहु},-,-,वीप्सा 11,-,किन,certainly,16.9.K-,-,GLL
केषु,केषु,किम्{पुं}{7;बहु}/किम्{नपुं}{7;बहु},किम्{पुं}{7;बहु},-,-,विशेषणम् 12,-,किन,nectar,-,यान्तवान्त-लोप-सन्धिः (एचोऽयवायावः (6।1।78)-लोपः शाकल्यस्य (8।3।19)),GLL
भावेषु,भावेषु,भाव{पुं}{7;बहु},भाव{पुं}{7;बहु},-,-,अधिकरणम् 15,-,भावों में,hearing,-,यण्-सन्धिः (इको यणचि (6।1।77)),GLG
(त्वम्),-,(युष्मद्{1;एक}),(युष्मद्){1;एक},-,-,कर्म 15,-,(आप),my,-,रुत्व-यत्व-लोप-सन्धिः (ससजुषो रुः (8।2।66)-भोभगोअघो अपूर्वस्य योऽशि (8।3।17)-हलि सर्वेषाम् (8।3।22)),GGGGG
मया,-,अस्मद्{3;एक},अस्मद्{3;एक},-,-,कर्ता 15,-,मेरे द्वारा,satisfaction,-,-,LG
चिन्त्यः,चिन्त्योऽसि,चिन्त्य{पुं}{1;एक},चिन्त्{कृत् प्रत्ययः:यत्;चितिँ;चुरादिः;पुं}{1;एक},-,-,कर्ता 16,-,चिन्तन करनेयोग्य,not,-,-,LL
असि,-,अस्2{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},अस्{कर्तरि;लट्;म;एक;परस्मैपदी;असँ;अदादिः},-,-,-,-,हैं,is,16.10.K-,-,GLGG
10.16.Aजनार्दन,10.16.Bजनार्दन,10.16.Cजनार्दन{पुं}{8;एक},10.16.Dजनार्दन{पुं}{8;एक},10.16.E-,10.16.F-,10.16.Gसम्बोध्यः 8,10.16.H-,10.16.Iहे जनार्दन,10.17.JO best of the Kurus,-,पूर्वरूप-सन्धिः (एङः पदान्तादति (6।1।109)),16.18.MGG
आत्मनः,-,आत्मन्{पुं}{2;बहु}/आत्मन्{पुं}{5;एक}/आत्मन्{पुं}{6;एक},आत्मन्{पुं}{6;एक},-,-,षष्ठीसम्बन्धः 3,-,अपनी,yes,-,-,GGLG
योगम्,योगं,योग{पुं}{2;एक},योग{पुं}{2;एक},-,-,समुच्चितम् 4,-,योगशक्ति को,my,-,-,GGGGGGLG
च,च,च{अव्य},च{अव्य},-,-,कर्म 8,-,और,divine,16.11.K-,रुत्व-यत्व-लोप-सन्धिः (ससजुषो रुः (8।2।66)-भोभगोअघो अपूर्वस्य योऽशि (8।3।17)-हलि सर्वेषाम् (8।3।22)),LLG
वि-भूतिम्,विभूतिं,वि-भूति{स्त्री}{2;एक},विभूति{स्त्री}{2;एक},<वि-भूतिं>Bvp,विशिष्टा भूतिः यस्य = विभूतिः तम् विभूतिम्,समुच्चितम् 4,-,विभूति को,personal opulences,-,-,LLGGG
भूयः,भूयः,भूयः{अव्य}/भूयस्{नपुं}{1;एक}/भूयस्{नपुं}{2;एक}/भूयस्{नपुं}{8;एक},भूयः{अव्य},-,-,क्रियाविशेषणम् 8,-,फिर,are,-,सत्व-सन्धिः (विसर्जनीयस्य सः (8।3।34)),GG
विस्तरेण,विस्तरेणात्मनो,विस्तर{पुं}{3;एक}/विस्तर{नपुं}{3;एक},विस्तर{अव्य},-,-,क्रियाविशेषणम् 8,-,विस्तारपूर्वक,I,-,सवर्णदीर्घ-सन्धिः (अकः सवर्णे दीर्घः (6।1।101)),GLGGLG
कथय,कथय,कथ1{कर्तरि;लोट्;म;एक;परस्मैपदी;कथ;चुरादिः}/कथ1 णिच्{कर्तरि;लोट्;म;एक;परस्मैपदी;कथ;चुरादिः},कथ{कर्तरि;लोट्;म;एक;परस्मैपदी;कथ;चुरादिः},-,-,-,-,कहिये,unto you,-,-,LG
हि,-,हि{अव्य},हि{अव्य},-,-,-,-,क्योंकि,principally,-,16.15.L-,16.19.MGGL
अमृतम्,-,अ-मृत{पुं}{2;एक}/मृत{नपुं}{1;एक}/मृत{नपुं}{2;एक},अमृत{नपुं}{2;एक},-,-,कर्म 11,-,अमृतमय वचनों को,shall speak,-,-,GGGGG
शृण्वतः,शृण्वतो,शृण्वतः,श्रु{कृत् प्रत्ययः:शतृ;श्रु;भ्वादिः;पुं}{6;एक},-,-,समानकालः 15,-,सुनते हुए,certainly,-,-,GGGGLGLG
